institution,credit_code,credit_name,category,pillar,indicator,section,field,units,value_numeric,institution_key,gri_standard,gri_disclosure,relationship,mapped_to_gri,is_intensity,comparable
University College Cork,OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Full-time equivalent student enrollment,,22137.0,cork,,,,False,False,True
University College Cork,OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Full-time equivalent students and employees,,25780.0,cork,,,,False,False,True
University College Cork,OP-3,Water Use,Operations,Environmental,3.2 Potable water use per square meter,,Gross floor area of building space,Square meters,282364.0,cork,,,,False,False,True
University College Cork,OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Other off-site water sources,Cubic meters,0.0,cork,,,,False,False,True
University College Cork,OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Other on-site water sources,Cubic meters,0.0,cork,,,,False,False,True
University College Cork,OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Potable water from off-site sources,Cubic meters,54153.0,cork,GRI 303,303-3,component,True,False,True
University College Cork,OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Potable water from on-site sources,Cubic meters,0.0,cork,GRI 303,303-3,component,True,False,True
University College Cork,OP-3,Water Use,Operations,Environmental,3.4 Ratio of water recovered/returned to total water withdrawal,,Ratio of water recovered/returned to total water withdrawal,,0.0,cork,,,,False,False,True
University College Cork,OP-3,Water Use,Operations,Environmental,3.1 Potable water use per person,,Reclaimed water from off-site sources,Cubic meters,0.0,cork,,,,False,False,True
University College Cork,OP-3,Water Use,Operations,Environmental,3.4 Ratio of water recovered/returned to total water withdrawal,,Total water withdrawal,Cubic meters,54153.0,cork,GRI 303,303-3,equivalent,True,False,True
University College Cork,OP-4,Ecologically Managed Grounds,Operations,Environmental,4.2 Ratio of ecologically managed green space to total managed green space,,Area managed organically,Hectares,51.76,cork,,,,False,False,True
University College Cork,OP-4,Ecologically Managed Grounds,Operations,Environmental,4.2 Ratio of ecologically managed green space to total managed green space,,Area of tree canopy,Hectares,11.31,cork,,,,False,False,True
University College Cork,OP-4,Ecologically Managed Grounds,Operations,Environmental,4.2 Ratio of ecologically managed green space to total managed green space,,Area protected or restored,Hectares,10.69,cork,,,,False,False,True
University College Cork,OP-4,Ecologically Managed Grounds,Operations,Environmental,4.2 Ratio of ecologically managed green space to total managed green space,,Ratio of areas managed organically to total managed green space,,1.0,cork,,,,False,False,True
University College Cork,OP-4,Ecologically Managed Grounds,Operations,Environmental,4.2 Ratio of ecologically managed green space to total managed green space,,Ratio of areas protected or restored to total managed green space,,0.21,cork,,,,False,False,True
University College Cork,OP-4,Ecologically Managed Grounds,Operations,Environmental,4.2 Ratio of ecologically managed green space to total managed green space,,Ratio of tree canopy to total managed green space,,0.22,cork,,,,False,False,True
University College Cork,OP-4,Ecologically Managed Grounds,Operations,Environmental,4.2 Ratio of ecologically managed green space to total managed green space,,Total area of managed green space,Hectares,51.76,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.2 Energy consumption per person,,Annual energy consumption per person,Kilowatt-hours,2139.2,cork,GRI 302,302-3,intensity,True,True,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Annual energy consumption per unit of floor area,Kilowatt-hours per square meter,195.31,cork,GRI 302,302-3,intensity,True,True,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Demand reduction,Annual renewable energy consumption,Megawatt-hours,0.7,cork,GRI 302,302-1,partial,True,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Bioenergy products,Megawatt-hours,0.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Renewable stationary fuels,Certified bioenergy products,Megawatt-hours,0.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Contractual instruments for renewable electricity,Certified unbundled EACs,Megawatt-hours,0.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Heating and cooling from off-site sources,Chilled water from off-site sources,Megawatt-hours,0.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Stationary fuels,Coal/coke,Megawatt-hours,0.0,cork,GRI 302,302-1,component,True,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Contractual instruments for renewable electricity,Electricity from certified off-site renewable sources,Megawatt-hours,0.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Electricity,Electricity from off-site sources,Megawatt-hours,32599.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Demand reduction,"Electricity from on-site renewable systems, rights retained/retired",Megawatt-hours,0.7,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Demand reduction,Electricity from renewable sources,Megawatt-hours,0.7,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Contractual instruments for renewable electricity,Electricity from uncertified off-site renewable sources,Megawatt-hours,0.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,Electricity,Electricity generated by on-site renewable systems,Megawatt-hours,0.7,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Contractual instruments for renewable electricity,Energy attribute certificates (EACs) sold or not owned by the institution,Megawatt-hours,0.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.2 Energy consumption per person,,Full-time equivalent of employees,,3643.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.2 Energy consumption per person,,Full-time equivalent student enrollment,,22137.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.2 Energy consumption per person,,Full-time equivalent students and employees,,25780.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.1 Energy consumption per square meter,,Gross floor area of building space,Square meters,282364.0,cork,,,,False,False,True
University College Cork,OP-5,Energy Use,Operations,Environmental,5.3 Percentage of energy from renewable sources,Heating and cooling from off-site renewable sources,Heating and cooling from certified off-site renewable sources,Megawatt-hours,0.0,cork,,,,False,False,True
