institution,credit_code,category,pillar,credit_name,section,field,value,units,value_numeric,value_type,links
Technological University Dublin,AC-8,AC,Context,Responsible Research and Innovation,,Points earned for indicator AC 8.3,1,,1.0,number,
Technological University Dublin,AC-8,AC,Context,Responsible Research and Innovation,,"Does the institution offer repository hosting that makes versions of journal articles, book chapters, and other peer-reviewed scholarly works by its employees freely available on the public internet?",Yes,,,boolean,
Technological University Dublin,AC-8,AC,Context,Responsible Research and Innovation,,Narrative and/or website URL providing an overview of the open access repository,Arrow ( https://arrow.tudublin.ie/ ) and PURE ( https://researchprofiles.tudublin.ie/ ; https://www.elsevier.com/products/pure ).,,,text,https://arrow.tudublin.ie/ https://researchprofiles.tudublin.ie/ https://www.elsevier.com/products/pure
Technological University Dublin,AC-8,AC,Context,Responsible Research and Innovation,,Does the institution have one or more published policies that require its employees to publish scholarly works open access or archive final post-peer reviewed versions of scholarly works in an open access repository?,Yes,,,boolean,
Technological University Dublin,AC-8,AC,Context,Responsible Research and Innovation,,Do the open access policies cover all of the institution’s research-producing academic divisions?,Yes,,,boolean,
Technological University Dublin,AC-8,AC,Context,Responsible Research and Innovation,,Text or online location of the institution’s open access policies,Open Access Publishing information: https://www.tudublin.ie/research-innovation/research/open-research/open-access-publishing/ Open access policy: https://arrow.tudublin.ie/open_access_policy.pdf Authorship and Publication Policy: https://www.tudublin.ie/media/website/explore/policies-and-forms/research-and-innovation/REP05-TU-Dublin-Authorship-and-Publication-Policy.pdf,,,text_long,https://www.tudublin.ie/research-innovation/research/open-research/open-access-publishing/ https://arrow.tudublin.ie/open_access_policy.pdf https://www.tudublin.ie/media/website/explore/policies-and-forms/research-and-innovation/REP05-TU-Dublin-Authorship-and-Publication-Policy.pdf
Technological University Dublin,AC-8,AC,Context,Responsible Research and Innovation,,Copy of the institution’s open access policies,AC_8.4_open_access_policy.pdf,,,text,https://reports.aashe.org/media/secure/1646/9/853/9056/AC_8.4_open_access_policy.pdf
Technological University Dublin,AC-8,AC,Context,Responsible Research and Innovation,,Does the institution provide an open access article processing charge (APC) fund for employees?,Yes,,,boolean,
Technological University Dublin,AC-8,AC,Context,Responsible Research and Innovation,,Narrative and/or website URL providing an overview of the open access APC fund,"Open Access Publishing information: https://www.tudublin.ie/research-innovation/research/open-research/open-access-publishing/ APC can be funded via research funding and/or through the IReL consortium. TU Dublin is a member of IReL (Irish Research eLibrary; https://tudublin.libguides.com/IReL-APCs ), and through this membership, we have publication agreements with many of the larger publishers.",,,text_long,https://www.tudublin.ie/research-innovation/research/open-research/open-access-publishing/ https://tudublin.libguides.com/IReL-APCs
Technological University Dublin,AC-8,AC,Context,Responsible Research and Innovation,,Does the institution negotiate or participate in transformative open access agreements that are consistent with ESAC guidelines?,Yes,,,boolean,
Technological University Dublin,AC-8,AC,Context,Responsible Research and Innovation,,Narrative and/or website URL providing an overview of the institution’s transformative open access agreements with publishers,Elsevier and IReL are members of the ESAC Transformative Agreement Registry (Ref1). TU Dublin is a member of IReL since 2021 (Ref2; Ref3) and also work with Elsevier on transformative agreements (Ref4) URL References: Ref1: https://esac-initiative.org/about/transformative-agreements/agreement-registry/ Ref2: https://www.tudublin.ie/research-innovation/news/transforming-irelands-open-access-publishing.html Ref3: https://www.tudublin.ie/research-innovation/research/open-research/open-access-publishing/ Ref4: https://www.tudublin.ie/library/about/news-events/irish-higher-education-institutions-and-elsevier-sign-a-new-transformative-agreement-to-continue-to-support-open-access-for-research-in-ireland.html,,,text_long,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ https://www.tudublin.ie/research-innovation/news/transforming-irelands-open-access-publishing.html https://www.tudublin.ie/research-innovation/research/open-research/open-access-publishing/ https://www.tudublin.ie/library/about/news-events/irish-higher-education-institutions-and-elsevier-sign-a-new-transformative-agreement-to-continue-to-support-open-access-for-research-in-ireland.html
Technological University Dublin,AC-8,AC,Context,Responsible Research and Innovation,,Points earned for indicator AC 8.4,2,,2.0,number,
Technological University Dublin,AC-8,AC,Context,Responsible Research and Innovation,,Notes about the information provided for this credit,Research Ethic & Integrity: https://www.tudublin.ie/research-innovation/research/ethics-integrity/ Code of Conduct for Ensuring Excellence in Research Integrity: https://www.tudublin.ie/media/website/research/postgraduate-research/graduate-research-school/documents/TU-Dublin-Code-of-Conduct-for-Research-Integrity.pdf Research Ethics Policy: https://www.tudublin.ie/media/website/explore/policies-and-forms/research-and-innovation/TU-Dublin-Research-Ethics-Policy-REP03-Approved.pdf Research Integrity Policy: https://www.tudublin.ie/media/website/explore/policies-and-forms/research-and-innovation/TU-Dublin-Research-Integrity-Policy-REP04-Approved.pdf,,,text_long,https://www.tudublin.ie/research-innovation/research/ethics-integrity/ https://www.tudublin.ie/media/website/research/postgraduate-research/graduate-research-school/documents/TU-Dublin-Code-of-Conduct-for-Research-Integrity.pdf https://www.tudublin.ie/media/website/explore/policies-and-forms/research-and-innovation/TU-Dublin-Research-Ethics-Policy-REP03-Approved.pdf https://www.tudublin.ie/media/website/explore/policies-and-forms/research-and-innovation/TU-Dublin-Research-Integrity-Policy-REP04-Approved.pdf
Technological University Dublin,AC-8,AC,Context,Responsible Research and Innovation,,Additional documentation for this credit,AC_8.2_Research_Impact_Framework.pdf,,,text,https://reports.aashe.org/media/secure/1646/9/853/9062/AC_8.2_Research_Impact_Framework.pdf
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Does the institution have a central sustainability website that consolidates information about its sustainability efforts?,Yes,,,boolean,
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Website URL of the institution’s central sustainability website,https://www.tudublin.ie/explore/about-the-university/sustainability/,,,url,https://www.tudublin.ie/explore/about-the-university/sustainability/
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Does the institution integrate sustainability information into the educational offerings or materials provided during new student orientation or the equivalent?,Yes,,,boolean,
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Narrative outlining how sustainability information is integrated into new student orientation or the equivalent,"Every one of the incoming 6,000 TU Dublin students take part in an engaging sustainability presentation during orientation to learn about the Sustainable Development Goals (SDGs) and how they are applied to enhance academic programmes, student life and our campus environment (Ref1, Ref2). They also receive an academic wall-planner/calendar which contains important information about living and studying sustainably on TU Dublin campuses, e.g. sustainable transport information, recycling info, and EDI information. URL References: Ref1: https://www.tudublin.ie/explore/about-the-university/sustainability/sustainability-education/orientation/ Ref2: https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/tu-dublin-sustainability-2024-2025-academic-year-welcome.php",,,text_long,https://www.tudublin.ie/explore/about-the-university/sustainability/sustainability-education/orientation/ https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/tu-dublin-sustainability-2024-2025-academic-year-welcome.php
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Does the institution integrate sustainability information into the educational offerings or materials provided during new employee orientation or the equivalent?,Yes,,,boolean,
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Narrative outlining how sustainability information is integrated into new employee orientation of the equivalent,All new staff are invited to a new Staff Welcome event. This includes a presentation on the Sustainability aims and objectives of the University. This welcome event happens twice a year.,,,text,
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Does the institution have dashboards and/or signage highlighting the institution’s sustainability features or performance?,Yes,,,boolean,
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Description of the institution’s sustainability dashboards and/or signage,"The Sustainability Intelligence team developed three Web Applications that provides dashboards to visualise and understand the sustainability level and related SDG impacts associated to taught modules, research outputs, and websites. These are, in phases, being made available to 1) academic functions (faculties, schools, programme coordinators, UET, Governing Body Committees); 2) research functions (research hubs and groups, research office, faculties, schools, UET); 3) Communication functions; and 4) all TU Dublin staff and students, 5) the public. The Decarbonisation team developed the Climate Action Roadmap (Ref1) that is our ""dashboard"" reporting scope 1, 2, and 3 emissions. Special signage highlighting the institution's sustainability performance are used such as flags across our campuses to show the Green Flag achievement (Ref2) TU Dublin Estates & Campus has TV in the common areas of each TU Dublin's buildings. This is used to communicate sustainability data and information to all staff, students, and the public (public access to buildings' foyers). TU Dublin Estates & Campus provides signages for all our buildings and offices typically visible in the foyer of buildings. Signage is shown for each Research Hub, including the Sustainability & Health research hub, previously called the Environmental Sustainability & Health Institute (ESHI). URL References: Ref1: https://www.tudublin.ie/explore/about-the-university/sustainability/vision--progress/sustainability-strategy/climate-action-roadmap/ Ref2: https://www.tudublin.ie/explore/news/tu-dublin-raise-the-green-flag-at-all-campuses-.html",,,text_long,https://www.tudublin.ie/explore/about-the-university/sustainability/vision--progress/sustainability-strategy/climate-action-roadmap/ https://www.tudublin.ie/explore/news/tu-dublin-raise-the-green-flag-at-all-campuses-.html
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,"Does the institution manage a sustainability-focused social media account, newsletter, blog, online community, podcast, video series, or equivalent communications medium or platform?",Yes,,,boolean,
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Description of and/or website URL for at least one sustainability-focused communication medium or platform,The sustainability-focused communication platform is https://www.tudublin.ie/explore/about-the-university/sustainability/ TU Dublin Sustainability only socials are listed below: https://x.com/tudublinsustain/ https://www.instagram.com/tudublinsustainability https://www.youtube.com/@tudublinsustainability5657 https://bsky.app/profile/tudublinsustain.bsky.social Curation of sustainability podcasts are available here: https://www.tudublin.ie/explore/about-the-university/sustainability/learn/ Sustainability Blog/news are available here: https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/,,,text_long,https://www.tudublin.ie/explore/about-the-university/sustainability/ https://x.com/tudublinsustain/ https://www.instagram.com/tudublinsustainability https://www.youtube.com/@tudublinsustainability5657 https://bsky.app/profile/tudublinsustain.bsky.social https://www.tudublin.ie/explore/about-the-university/sustainability/learn/ https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Has the institution coordinated one or more sustainability-focused outreach campaigns during the previous three years?,Yes,,,boolean,
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Description of sustainability-focused outreach campaigns from the previous three years,"A list of sustainability-focused outreach campaigns over the last three years is available here: https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/ TU Dublin also has a sustainability communications and events strategy and plan for 2024 (confidential file with password protection available to STARS if required: ""EN 1.1 Sustainability Media and Events Strategy and Plan 2024_CONFIDENTIAL.pdf"") listing annual events.",,,text_long,https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Points earned for indicator EN 1.1,3,,3.0,number,
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Does the institution collect data on the reach of its sustainability outreach and communications efforts and/or stakeholder awareness of its sustainability initiatives?,Yes,,,boolean,
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Percentage of campus stakeholders reached annually through sustainability outreach and communications,80 to 100,,,text,
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Approach used to determine the percentage of campus stakeholders reached annually,Communication analytics,,,text,
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Description of the methodology used to determine the reach of the institution’s sustainability outreach and communications,"To determine the reach of TU Dublin's sustainability outreach and communications for STARS reporting, the focus will be on Active Newsletter Subscriptions for both staff and students, including total numbers to provide a precise and GDPR-compliant analysis. Active Newsletter Subscriptions: Staff Reach: The sustainability newsletter is sent to a total of 4,417 active unique staff members email addresses (includes Staff on Career Break, Student Helpers, Performers (Conservatoire), Guest Lecturers, Exam Invigilators, Sports Assistants, Life Models (people who pose for the Art Students) etc. and any other individuals being paid for working for the University). Of these, 6 staff members have blocked the newsletter, 7 had it delivered to their deleted folder, and 4 had it delivered to their junk folder, totaling 17 who did not actively receive it. Therefore, the reported active newsletter reach for staff is 4,400 staff members (4,417 total - 17), which equates to 99.6% staff reach. Student Reach: The newsletter was delivered to 45,652 active unique students email addresses (includes Full-time, Part-time, Distance Learning, Further Education etc.). Of this total, 3 students blocked the newsletter, 12 had it delivered to their deleted folder, and 2 had it delivered to their junk folder, resulting in 17 students not actively receiving it. Thus, the reported active newsletter reach for students is 45,635 students (45,652 total - 17), which equates to 99.96% student reach. Summary: For STARS reporting, the total reach of the institution’s sustainability communications through active newsletter subscriptions is: Staff reach: 4,400 out of 4,417 staff members, representing 99.6%. Student reach: 45,628 out of 45,661 students, representing 99.9%. This method provides a precise and GDPR-compliant metric to report on the institution’s outreach efforts.",,,text_long,
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Points earned for indicator EN 1.2,2,,2.0,number,
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Notes about the information provided for this credit,,,,not_reported,
Technological University Dublin,EN-1,EN,Context,Outreach and Communications,,Additional documentation for this credit,,,,not_reported,
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Does the institution formally recognize at least one student organization that is sustainability-focused?,Yes,,,boolean,
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Narrative and/or website URL providing an overview of the sustainability-focused student organization(s),"TU Dublin has a number of societies (student-led organisations) that are active in the area of sustainability such as the Environment and Planning Society ( Ref1) which organises events around environment and planning, and organises the university Green Week. There is also a Sustainbaility Society (Ref2) and a number of volunteering societies and activist societies which campaign and tacke action on social justice and environmental issues (Ref3). URL References: Ref1: https://societies.tudublin.ie/societies/environment,planningandsustainabilitysociety Ref2: https://societies.tudublin.ie/societies/sustainabilitysocietycitycampus Ref3: https://societies.tudublin.ie/societies/",,,text_long,"https://societies.tudublin.ie/societies/environment,planningandsustainabilitysociety https://societies.tudublin.ie/societies/sustainabilitysocietycitycampus https://societies.tudublin.ie/societies/"
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,"Does the institution formally recognize at least one student organization that is focused on a topic other than sustainability, but is advancing ecological integrity or racial equity and social justice?",Yes,,,boolean,
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Narrative and/or website URL providing an overview of the student organizations that are advancing ecological integrity or racial equity and social justice,TU Dublin has a number of student organisations / societies that have a focus in the area of social justice and equity. These include the St Vincent De Paul Society that works on the area on social justice (Ref1); the LGBTQ+ Society that campaigns for gender equity (Ref2) and the Africa Society that works for racial equity (Ref3) URL References: Ref1: https://societies.tudublin.ie/societies/svpcitycampus Ref2: https://societies.tudublin.ie/societies/lgbtqplussocietycitycampus Ref3: https://societies.tudublin.ie/societies/africasociety,,,text_long,https://societies.tudublin.ie/societies/svpcitycampus https://societies.tudublin.ie/societies/lgbtqplussocietycitycampus https://societies.tudublin.ie/societies/africasociety
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Points earned for indicator EN 2.1,2,,2.0,number,
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Has the institution hosted a major sustainability-focused event or series of events during the previous three years targeted to students?,Yes,,,boolean,
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Description of and/or website URL for at least one major sustainability-focused event or series of events,URL References: Ref1: https://www.tudublin.ie/explore/news/tu-dublin-green-week-2024.html Ref2: https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/student-climate-summit.php,,,text_long,https://www.tudublin.ie/explore/news/tu-dublin-green-week-2024.html https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/student-climate-summit.php
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Does the institution have a sustainability-focused peer-to-peer education program in which student educators are selected and trained to help catalyze change among their peers?,Yes,,,boolean,
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Description of and/or website URL for at least one sustainability-focused peer-to-peer education programs for students,"TU Dublin currently employs five Student Champions for the Education for Sustainability theme. They are listed here (Ref1) and run various projects and workshops to educate their peers. TU Dublin staff can avail Education for Sustainable Development CDP (Ref2). Academics can then produce peer-to-peer education programs for students and exploit the ESD Library of Resources (Ref3, Ref4). URL References: Ref1: https://www.tudublin.ie/explore/about-the-university/academic-affairs/ntutorr/themes/education-for-sustainability/ Ref2: https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/educating-for-sustainability-cpd.php Ref3: https://www.tudublin.ie/explore/about-the-university/sustainability/sustainability-education/sustainability-toolkit/ Ref4: https://www.tudublin.ie/explore/about-the-university/sustainability/sustainability-education/sustainability-toolkit/library-of-resources/",,,text_long,https://www.tudublin.ie/explore/about-the-university/academic-affairs/ntutorr/themes/education-for-sustainability/ https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/educating-for-sustainability-cpd.php https://www.tudublin.ie/explore/about-the-university/sustainability/sustainability-education/sustainability-toolkit/ https://www.tudublin.ie/explore/about-the-university/sustainability/sustainability-education/sustainability-toolkit/library-of-resources/
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Does the institution regularly provide sustainability-focused employment opportunities for students on at least an annual basis?,Yes,,,boolean,
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Description of and/or website URL for at least one sustainability-focused employment opportunity for students,The N-TUTORR project enabled to employ 5 students on Education for Sustainability: https://www.tudublin.ie/explore/about-the-university/academic-affairs/ntutorr/themes/education-for-sustainability/,,,text,https://www.tudublin.ie/explore/about-the-university/academic-affairs/ntutorr/themes/education-for-sustainability/
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Does the institution have at least one student-managed enterprise that is sustainability-focused?,Yes,,,boolean,
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Description of and/or website URL for at least one student-managed enterprise that is sustainability-focused,"Student-led enterprises are typically found in our TU Dublin Student Volunteering groups (Ref1). Sustainability-focused enterprise include: “TU Dublin's Student-Led Volunteering Projects” which give students the opportunity to start their own volunteering community programme to make a difference for a cause they are passionate about (Ref 2). For examples, students may work with a local school, elderly people or setting up a gardening club. TU Dublin Student Volunteering groups led by students include project on the topics of communities, Human-Rights/Justice, Arts/Culture/Media, Environment/Animal Welfare, Health and Wellbeing, International, Education, Sports and Recreation. For example, the SVP Food Pantry provide food for free to students and saved it from landfill. In the first 6 weeks of its operation, 300 students received free food that was equivalent to diverting 1,894 Kg of CO2e emissions (Ref 3). Students are strongly supported to develop enterprises and start-ups that focus on sustainability. Many of our students also operate their own enterprises with the support of the University. For example, Giada and Ethan have set up a “motivational coaching for sustainable success” enterprise and are speaking at our Green Week. Ethan is a TU Dublin student who has set up several enterprises, as he notes: “I lead social enterprise initiatives that use business as a force for good. One of these projects, Football for Grief, is a program that provides a support system for people experiencing loss through football.” (Ref 4) URL References: Ref 1: https://www.studentvolunteer.ie/tudublin/view-all Ref 2: https://www.studentvolunteer.ie/view-all/tu-dublin-volunteering-student-lead-project-funding Ref 3: https://www.studentvolunteer.ie/view-all/svp-society-food-pantry Ref 4: https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/take-control.php",,,text_long,https://www.studentvolunteer.ie/tudublin/view-all https://www.studentvolunteer.ie/view-all/tu-dublin-volunteering-student-lead-project-funding https://www.studentvolunteer.ie/view-all/svp-society-food-pantry https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/take-control.php
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Description of additional sustainability-focused co-curricular activities for students,,,,not_reported,
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Points earned for indicator EN 2.2,2,,2.0,number,
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Does the institution collect data on the extent of student participation in its sustainability activities?,Yes,,,boolean,
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Percentage of students that participate in sustainability activities annually,50 to 100,,,text,
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Approach used to determine the percentage of students that participate in the institution’s sustainability activities annually,Direct tracking of participation,,,text,
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Narrative outlining how student participation in the institution’s sustainability activities was determined,"All first year students (100%) participate in an engaging sustainability session during Orientation. About 6000 students participated in this session in October 2024: https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/sustainability-orientation-presentations-delivered-to-6000-students.php This activity carry-on annually meaning that after 4 academic years, all students would have participated to sustainabiity activities.",,,text_long,https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/sustainability-orientation-presentations-delivered-to-6000-students.php
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Points earned for indicator EN 2.3,5,,5.0,number,
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Notes about the information provided for this credit,,,,not_reported,
Technological University Dublin,EN-2,EN,Context,Co-Curricular Activities,,Additional documentation for this credit,,,,not_reported,
Technological University Dublin,EN-3,EN,Context,Staff Engagement and Training,,Does the institution have at least one voluntary network or engagement program open to non-academic staff that is sustainability-focused?,Yes,,,boolean,
Technological University Dublin,EN-3,EN,Context,Staff Engagement and Training,,Narrative and/or website URL providing an overview of the sustainability-focused staff networks and engagement programs,"The Green Campus Committee and Programme encourages a partnership approach to environmental education, management, and action in third-level institutions. The programme primarily aims to ensure that members of a campus community can engage in a meaningful way to enhance sustainability on campus (Ref1). The SDG Literacy Community of Practice aims to empower faculty and students to co-create learning opportunities that will build knowledge of the UN Sustainable Development Goals (SDGs) and enable students to make meaningful connections between the SDGs and their focus of study (Ref2). URL References: Ref1: https://www.tudublin.ie/explore/about-the-university/sustainability/strategic-projects/green-campus/ Ref2: https://www.tudublin.ie/explore/about-the-university/sustainability/sustainability-education/sdgliteracy/",,,text_long,https://www.tudublin.ie/explore/about-the-university/sustainability/strategic-projects/green-campus/ https://www.tudublin.ie/explore/about-the-university/sustainability/sustainability-education/sdgliteracy/
Technological University Dublin,EN-3,EN,Context,Staff Engagement and Training,,Does the institution have at least one voluntary staff network or engagement program open to non-academic staff that is focused on a topic other than sustainability that is advancing ecological integrity and/or racial equity and social justice?,Yes,,,boolean,
Technological University Dublin,EN-3,EN,Context,Staff Engagement and Training,,Narrative or website URL providing an overview of the staff networks and engagement programs that are advancing ecological integrity and/or racial equity and social justice,"Staff Network & Engagement Programs ""advancing ecological integrity"": - TU Dublin School of Architecture works with all other Schools of Architecture in the Republic of Ireland formed a national strategic partnership to deliver Building Change: Designing a Resilient Future through Architecture Education (Ref1). - TU Dublin Campus & Estates teams (Ref2) includes the ""Environmental & Sustainability"" group and the Campus Planning team (Ref3) who work with networks of national agencies such as the Grangegorman Development Agency (Ref4), Codema (Ref5), Dublin City Council (Ref6) and , National transport Authorities (Ref7), and other services to design, build, operate and maintain green buildings and campuses. Staff Network & Engagement Programs ""advancing social justice"": - TU Dublin organisation include the ""Equality Diversity and Inclusion"" team (Ref8) that works across the university to advance EDI and ensure we build an inclusive culture, promote equality, prevent discrimination and protect the human rights of staff, students, and everyone affected by our policies and plans. All EDI initiaties involve a network of staff and engagement with internal and external stakeholders (Ref9) - Through the ""Race Equity"" programme (Ref10), TU Dublin is committed to building an intercultural university that is anti-racist and facilitates a true sense of belonging and empowerment for all members of the university community. TU Dublin signed the Higher Education Authority (HEA)’s Race Equality Anti-Racism Principles for Irish Higher Education Institutions (Ref11). URL References: Ref1: https://www.tudublin.ie/explore/about-the-university/sustainability/strategic-projects/action-research/building-change/ Ref2: https://www.tudublin.ie/connect/campus-estates/meet-the-team/ Ref3: https://www.tudublin.ie/explore/our-campuses/campus-development/campus-planning/ Ref4: https://ggda.ie/ Ref5: https://www.codema.ie/ Ref6: https://www.dublincity.ie/business/economic-development-and-enterprise/smart-cities Ref7: https://www.nationaltransport.ie/ Ref8: https://www.tudublin.ie/explore/about-the-university/equality-and-diversity/ Ref9: https://www.tudublin.ie/explore/about-the-university/equality-and-diversity/edi-initiatives-in-tu-dublin/ Ref10: https://www.tudublin.ie/explore/about-the-university/equality-and-diversity/strategy-policies-action-plans/action-plans/race-equity/ Ref11: https://www.tudublin.ie/explore/news/archive-2023/tu-dublin-signs-anti-racism-principles-for-higher-education.html",,,text_long,https://www.tudublin.ie/explore/about-the-university/sustainability/strategic-projects/action-research/building-change/ https://www.tudublin.ie/connect/campus-estates/meet-the-team/ https://www.tudublin.ie/explore/our-campuses/campus-development/campus-planning/ https://ggda.ie/ https://www.codema.ie/ https://www.dublincity.ie/business/economic-development-and-enterprise/smart-cities https://www.nationaltransport.ie/ https://www.tudublin.ie/explore/about-the-university/equality-and-diversity/ https://www.tudublin.ie/explore/about-the-university/equality-and-diversity/edi-initiatives-in-tu-dublin/ https://www.tudublin.ie/explore/about-the-university/equality-and-diversity/strategy-policies-action-plans/action-plans/race-equity/ https://www.tudublin.ie/explore/news/archive-2023/tu-dublin-signs-anti-racism-principles-for-higher-education.html
Technological University Dublin,EN-3,EN,Context,Staff Engagement and Training,,Points earned for indicator EN 3.1,2,,2.0,number,
Technological University Dublin,EN-3,EN,Context,Staff Engagement and Training,,Does the institution make available sustainability-focused training opportunities to non-academic staff on at least an annual basis?,Yes,,,boolean,
Technological University Dublin,EN-3,EN,Context,Staff Engagement and Training,,Description of and/or website URL for at least one of the institution’s sustainability-focused staff training opportunities,"The Sustainability Education team offer Continuing Professional Devlopment (CDP) on sustainability (Ref1). The team also runs the Sustainability Education Symposium with an emphasis on how the competences set out in the EU GreenComp framework can be integrated into Teaching-Learning-Assessment (TLA) design, the symposium is an opportunity for educators from across the University to hear from colleagues who will share teaching, learning and assessment practices which support the development of sustainability-focused global citizens (Ref2). URL References: Ref1: https://www.tudublin.ie/explore/about-the-university/sustainability/sustainability-education/professional-development/ Ref2: https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/sustainability-education-symposium.php",,,text_long,https://www.tudublin.ie/explore/about-the-university/sustainability/sustainability-education/professional-development/ https://www.tudublin.ie/explore/about-the-university/sustainability/about/news-and-events/sustainability-education-symposium.php
Technological University Dublin,EN-3,EN,Context,Staff Engagement and Training,,Points earned for indicator EN 3.2,2,,2.0,number,
Technological University Dublin,EN-3,EN,Context,Staff Engagement and Training,,Does the institution collect data on the extent of employee participation in its sustainability activities?,Yes,,,boolean,
Technological University Dublin,EN-3,EN,Context,Staff Engagement and Training,,Percentage of employees that participate in sustainability activities annually,50 to 100,,,text,
Technological University Dublin,EN-3,EN,Context,Staff Engagement and Training,,Approach used to determine the percentage of employees that participate in the institution’s sustainability activities annually,Direct tracking of participation,,,text,
